MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
24.6,32.5,0.0,43,20,31,61,57,1011.7,1008.4,28.7,31.3,0
10.5,14.4,0.0,37,13,7,69,62,1028.2,1026.8,11.1,13.3,0
6.6,20.7,2.2,31,2,19,80,45,1020.5,1019.1,14.8,19.7,0
10.5,24.2,0.0,41,17,22,56,52,1019.3,1015.1,18.7,22.8,0
19.7,32.3,0.0,43,17,26,10,5,1016.3,1012.8,23.2,30.8,0
16.2,21.9,1.8,37,22,24,81,46,1019.1,1018.8,18.1,20.9,0
10.8,27.3,0.0,48,22,24,60,22,1019.9,1016.8,13.4,24.7,0
7.0,29.1,0.0,39,11,28,28,15,1019.9,1016.7,22.1,27.0,0
8.0,20.4,0.0,39,19,19,52,35,1019.9,1019.1,15.2,20.1,0
18.2,31.7,0.2,46,15,7,50,25,1014.3,1011.9,22.7,29.9,0
25.9,33.3,0.0,35,0,26,73,59,1009.8,1006.7,30.2,32.7,0
16.6,34.4,0.0,26,13,9,55,23,1016.3,1013.4,20.8,32.0,0
18.0,29.3,0.0,19,2,9,72,36,1021.5,1017.6,22.8,29.0,0
24.7,34.9,18.2,33,11,24,71,58,1014.1,1010.0,28.6,31.4,0
15.6,27.0,0.0,52,15,28,55,21,1015.3,1011.7,21.8,26.2,0
7.2,19.4,0.0,43,20,17,54,44,1023.8,1021.7,14.6,18.9,0
9.3,17.8,0.0,26,15,13,52,40,1023.8,1021.1,13.2,16.3,0
18.7,35.1,0.0,30,15,11,37,9,1014.8,1011.3,24.1,34.0,0
7.4,18.3,0.4,28,6,13,99,50,1024.8,1021.2,9.6,17.5,0
9.0,26.8,0.0,39,24,17,44,25,1023.6,1019.2,18.4,26.3,0
11.0,18.9,0.0,17,7,9,91,65,1017.5,1015.8,13.6,18.3,0
12.4,18.8,21.4,39,19,22,83,45,1016.2,1017.7,14.0,18.7,0
7.8,21.5,0.0,31,17,7,58,35,1009.8,1008.9,12.8,19.9,0
12.6,25.7,0.0,37,11,19,56,48,1017.5,1017.7,20.5,24.1,0
1.1,10.7,0.0,33,19,11,91,61,1018.6,1015.9,2.4,9.3,0
19.7,32.6,0.6,43,20,28,51,17,1021.5,1015.0,20.9,31.8,0
4.3,13.5,0.0,31,13,17,99,67,1031.1,1028.8,8.4,13.1,0
5.4,21.8,0.0,39,13,19,40,19,1021.8,1016.5,13.7,21.0,0
4.2,17.6,0.0,43,0,24,70,45,1021.2,1018.4,11.0,16.8,0
15.5,34.7,0.0,31,6,7,67,39,1018.2,1014.4,24.2,31.6,0
13.2,34.7,0.0,56,17,20,28,10,1010.1,1006.2,23.3,34.0,0
3.1,21.4,0.0,48,13,30,76,31,1023.7,1018.6,8.7,19.5,0
11.2,16.8,0.6,67,24,30,61,45,1015.9,1016.6,12.0,14.9,0
14.1,21.2,0.0,41,26,13,65,71,1026.6,1023.6,16.2,17.7,0
8.3,34.6,0.0,52,9,24,22,7,1013.1,1007.3,22.8,33.8,0
12.8,32.2,0.0,28,4,7,38,14,1023.1,1019.0,18.4,31.7,0
10.8,17.0,8.0,52,11,11,70,61,1017.8,1020.8,12.4,14.6,0
15.8,26.2,0.0,41,6,22,61,52,1014.5,1013.8,19.7,23.5,0
14.2,32.4,0.0,37,13,20,60,20,1016.0,1012.7,21.3,30.2,0
13.3,32.3,0.0,52,31,19,33,13,1021.4,1017.7,23.7,31.5,0
21.4,30.5,0.0,44,4,13,59,80,1006.3,1008.5,25.1,22.7,0
13.3,30.6,0.4,35,6,17,59,23,1014.9,1011.6,20.9,29.2,0
3.9,24.6,0.0,33,0,19,100,45,1017.1,1015.8,8.2,23.5,0
0.0,8.8,0.2,20,6,9,99,72,1026.3,1022.4,0.0,8.2,0
13.5,20.5,0.0,37,13,24,53,41,1025.4,1024.3,16.7,19.3,0
3.4,12.2,11.0,43,13,15,85,63,1020.2,1022.0,6.9,11.4,0
4.4,16.0,0.2,33,15,13,98,64,1012.4,1007.7,8.6,15.1,0
8.5,20.3,0.0,30,13,11,71,44,1029.5,1026.6,12.8,19.8,0
10.8,16.1,3.4,35,19,24,75,79,1030.0,1028.7,13.9,14.9,0
13.7,27.7,0.0,44,20,22,56,21,1019.6,1017.6,17.9,25.6,0
15.1,19.4,0.6,48,22,15,58,48,1016.2,1016.6,17.1,18.0,0
15.3,22.2,0.0,48,24,20,50,42,1017.5,1017.9,18.0,21.4,0
16.6,35.4,0.0,35,13,22,49,40,1019.2,1017.3,26.8,33.0,0
2.1,15.7,0.0,26,9,7,88,48,1023.7,1020.8,9.0,14.1,0
8.8,19.9,0.0,33,20,4,77,46,1024.9,1021.0,10.2,18.9,0
6.8,17.3,0.0,30,11,15,73,54,1025.3,1023.6,11.1,17.1,0
26.8,34.4,2.6,35,11,17,74,58,1008.0,1004.9,31.1,33.9,0
13.4,24.0,0.0,46,20,31,62,60,1025.0,1022.6,21.5,22.9,0
20.8,26.4,0.0,20,7,13,85,73,1014.6,1013.5,22.7,24.1,0
18.2,42.2,0.0,33,11,7,25,8,1012.8,1010.0,29.5,40.7,0
11.0,22.3,0.0,28,6,11,89,52,1016.7,1013.4,13.5,21.1,0
15.8,33.7,0.8,31,0,13,88,37,1021.3,1017.7,20.0,33.1,0
13.2,23.5,0.0,43,19,9,68,50,1016.6,1011.1,16.9,22.2,0
4.8,15.0,0.0,39,13,17,91,50,1030.0,1027.6,7.0,14.8,0
8.2,22.5,0.0,54,19,20,55,38,1017.7,1013.7,14.8,21.7,0
8.6,23.5,0.0,22,2,15,55,62,1024.2,1020.4,19.2,21.9,0
4.1,16.3,0.0,26,0,17,85,63,1031.2,1030.4,8.5,15.7,0
16.8,25.7,0.0,46,6,31,65,61,1018.6,1016.0,22.5,24.1,0
2.6,17.1,0.0,43,4,24,75,49,1030.3,1026.9,8.1,16.2,0
-0.4,16.4,0.0,39,2,20,83,40,1025.3,1025.6,6.8,15.3,0
3.5,16.5,0.0,20,0,7,89,52,1036.9,1032.9,7.2,15.5,0
7.6,18.7,0.0,22,6,9,87,47,1022.0,1019.9,13.3,18.4,0
16.5,27.2,1.0,31,11,11,62,43,1017.9,1014.4,21.9,26.5,0
18.5,33.3,0.0,39,6,15,43,27,1015.0,1012.8,25.7,32.8,0
3.7,21.7,0.2,26,17,15,60,53,1022.6,1017.9,15.0,20.0,0
9.6,17.3,1.8,20,9,2,64,48,1017.4,1015.8,13.7,16.0,0
21.2,41.8,0.0,44,26,17,45,14,1009.8,1005.4,31.6,41.4,0
20.1,33.0,2.6,35,15,15,64,33,999.5,998.6,25.1,31.4,0
11.1,24.0,0.0,48,9,26,45,40,1014.2,1010.1,18.5,21.4,0
15.2,26.5,0.0,35,7,15,70,47,1019.7,1014.8,18.2,24.7,0
7.0,10.7,0.4,48,11,20,57,51,1003.1,1005.7,9.6,10.4,0
10.3,20.3,0.0,28,13,17,89,70,1026.1,1025.7,14.1,18.6,0
14.4,23.5,0.0,43,26,13,37,32,1015.6,1010.9,18.5,22.7,0
10.1,30.5,0.2,41,11,20,57,24,1022.5,1016.4,18.9,28.9,0
15.8,21.8,16.4,50,13,11,96,55,1013.7,1010.7,16.6,20.7,0
13.2,25.0,0.0,43,26,22,85,56,1009.3,1008.6,17.5,23.9,0
11.8,26.6,0.0,41,17,13,47,30,1022.8,1019.0,18.8,26.4,0
4.3,16.7,2.0,52,24,31,51,24,1018.1,1015.2,11.3,16.0,0
3.4,8.9,6.0,30,17,17,100,99,1021.5,1023.4,6.0,8.4,0
10.7,15.7,4.8,26,11,13,75,71,1022.7,1021.6,13.7,13.7,0
20.4,38.5,0.0,43,9,20,28,8,1016.6,1013.8,27.0,36.8,0
19.7,40.3,0.0,57,4,19,12,8,1012.2,1007.8,34.4,38.6,0
15.7,19.9,0.0,44,17,35,73,68,1022.8,1019.2,17.2,18.8,0
7.0,13.9,0.2,13,2,6,96,80,1027.8,1027.1,9.3,13.2,0
13.0,20.7,0.0,33,6,15,76,73,1021.6,1023.1,17.8,19.5,0
3.4,15.9,0.0,17,0,9,96,57,1020.7,1016.0,6.2,15.7,0
5.0,25.8,0.2,33,0,4,100,35,1024.3,1021.2,8.9,23.0,0
20.0,22.6,0.0,48,30,31,83,81,1004.8,1004.1,21.7,21.0,0
15.1,25.6,0.0,26,6,20,80,58,1018.9,1015.0,21.4,24.8,0
1.7,13.0,0.0,20,9,13,81,64,1021.3,1019.6,5.0,10.4,0
9.3,16.4,0.0,44,22,24,46,42,1015.0,1015.0,12.9,14.4,0
21.5,34.3,3.0,26,2,17,63,39,1007.2,1004.9,24.6,31.7,0
12.3,18.9,0.2,28,13,11,62,51,1023.2,1018.8,13.6,17.3,0
12.6,27.1,0.0,65,26,41,37,24,1003.1,1001.1,19.7,26.2,0
13.2,20.8,3.2,31,4,17,96,59,1019.9,1019.6,14.6,19.7,0
6.0,16.9,6.4,39,20,20,78,38,1022.2,1021.3,9.9,16.6,0
13.2,21.8,0.0,31,19,20,71,67,1020.9,1018.4,16.1,18.9,0
8.8,13.5,0.4,35,11,15,99,90,1030.4,1029.4,10.3,11.0,0
6.9,22.1,0.0,30,2,19,78,51,1020.0,1017.8,13.3,18.7,0
3.3,16.3,4.4,24,6,11,99,62,1009.5,1007.0,8.2,15.2,0
20.2,28.4,0.0,43,6,19,56,61,1014.5,1013.1,24.6,25.5,0
12.2,25.4,0.0,31,0,19,64,59,1013.7,1010.3,20.4,24.1,0
-3.6,17.1,0.0,11,0,6,88,40,1036.1,1032.0,2.5,16.4,0
15.2,23.8,0.0,20,4,15,71,59,1021.8,1020.2,19.4,22.9,0
16.7,30.9,0.0,41,15,24,39,23,1012.0,1007.9,22.9,30.4,0
7.4,14.8,13.8,50,19,22,77,81,1012.8,1014.5,10.2,13.0,0
7.6,19.8,0.0,41,11,26,58,36,1022.5,1020.9,13.3,18.6,0
15.7,28.0,0.0,30,11,11,78,42,1019.6,1016.8,16.6,27.3,0
11.5,29.5,0.0,26,0,13,100,41,1021.0,1017.0,17.9,28.0,0
20.7,32.4,0.0,31,20,17,33,24,1010.8,1009.4,22.5,31.1,0
19.2,41.3,0.0,39,6,24,15,6,1010.9,1006.8,33.2,40.1,0
9.8,19.1,0.0,50,22,15,48,32,1019.6,1018.4,12.6,18.4,0
26.1,38.1,0.0,50,17,20,34,43,1006.1,1006.0,36.4,34.3,0
6.2,26.8,0.0,43,19,15,46,28,1018.6,1013.4,18.7,26.2,0
10.8,17.0,8.0,22,9,7,94,83,1025.1,1021.6,11.9,15.8,0
9.0,18.8,0.4,44,22,24,74,51,1017.5,1019.8,13.4,16.2,0
19.8,32.3,0.0,59,24,17,46,22,1020.2,1016.6,24.2,31.7,0
15.8,31.6,0.0,43,19,13,42,17,1014.1,1010.9,20.6,30.5,0
6.9,21.8,4.6,31,6,7,50,34,1020.0,1016.5,16.0,21.8,0
13.3,25.5,0.0,48,13,26,31,47,1019.2,1018.3,21.6,23.3,0
13.8,25.6,0.0,44,13,15,70,35,1019.6,1019.4,17.2,24.3,0
6.2,23.4,0.0,52,17,30,54,25,1028.3,1023.6,15.1,22.7,0
2.7,18.2,0.0,19,7,9,98,61,1030.0,1025.6,4.9,18.0,0
5.8,23.3,0.0,19,11,2,79,33,1031.6,1027.7,12.1,22.7,0
5.3,18.0,0.0,31,11,13,48,44,1022.3,1019.6,12.7,17.8,0
14.3,26.5,0.0,46,11,22,47,44,1022.4,1018.5,20.0,24.3,0
16.7,32.6,0.0,52,30,30,43,18,1016.4,1013.1,19.4,31.2,0
10.8,19.0,0.0,28,4,19,88,71,1028.4,1026.9,16.1,18.1,0
17.3,30.2,0.0,63,30,22,52,33,1012.2,1008.8,22.3,29.5,0
14.8,20.2,3.2,41,13,15,86,70,1014.2,1011.9,15.2,17.9,0
4.4,18.2,0.0,37,24,22,71,43,1026.7,1024.3,11.6,17.6,0
19.3,30.1,0.0,43,30,13,70,43,1021.0,1016.3,22.1,29.1,0
10.0,14.5,0.8,33,17,20,59,61,1024.0,1024.1,11.2,12.7,0
18.3,31.7,0.0,50,24,17,51,31,1016.8,1013.7,23.7,30.3,0
12.6,19.1,0.0,28,2,15,71,51,1022.9,1019.9,13.9,17.8,0
15.8,28.0,0.0,33,9,19,59,50,1015.3,1013.4,20.3,25.5,0
10.6,23.3,0.0,65,28,44,36,24,1009.3,1007.0,18.6,19.6,0
14.4,30.3,0.0,43,17,17,36,22,1017.2,1015.2,19.9,29.4,0
16.3,29.9,0.0,44,17,35,62,49,1014.8,1010.6,23.8,28.2,0
21.0,38.7,0.0,39,7,20,34,29,1011.8,1009.1,31.6,34.6,0
5.9,24.6,0.0,48,9,26,63,24,1015.2,1012.1,15.6,23.9,0
11.8,30.4,0.0,50,26,13,44,20,1016.4,1011.8,16.2,28.1,0
11.2,32.8,0.0,28,13,15,53,58,1017.1,1015.5,22.8,25.5,0
7.5,26.4,0.0,39,9,17,74,20,1017.7,1016.5,16.2,25.1,0
17.7,24.4,0.0,43,24,26,58,55,1021.6,1019.4,21.5,23.6,0
9.7,30.2,0.0,37,7,17,52,18,1017.9,1014.6,18.1,29.7,0
10.8,20.2,0.0,28,13,22,48,52,1016.0,1013.8,17.1,17.5,0
13.2,22.8,0.0,44,15,20,66,35,1015.4,1012.4,16.2,22.0,0
-0.1,17.0,0.0,35,4,24,83,44,1020.3,1016.7,7.0,15.6,0
8.4,21.4,0.0,35,11,22,52,74,1011.5,1012.3,17.5,17.5,0
17.2,36.8,0.0,63,20,24,40,17,1011.8,1007.6,24.9,36.2,0
19.5,33.0,0.0,33,9,17,22,28,1012.3,1011.7,27.5,32.9,0
18.6,25.0,0.0,44,7,22,78,76,1006.1,999.9,23.4,24.2,0
6.7,18.4,5.6,33,7,15,100,42,1019.0,1016.4,9.4,17.8,0
2.2,15.5,0.0,26,7,13,71,44,1027.8,1022.6,8.4,15.1,0
13.4,23.4,0.2,31,9,19,91,60,1016.7,1015.7,16.1,21.7,0
16.4,22.5,1.0,50,31,35,82,47,1015.7,1017.5,18.4,20.8,0
7.6,21.7,0.0,39,6,17,85,42,1021.1,1019.6,13.7,21.2,0
17.6,24.0,0.0,30,15,13,70,67,1014.2,1013.3,22.2,21.8,0
11.4,26.7,0.0,30,11,19,51,25,1028.3,1025.1,16.3,25.7,0
0.2,12.1,0.0,31,4,11,79,46,1026.6,1024.1,5.6,11.6,0
13.7,23.7,0.0,39,7,20,76,38,1015.2,1012.6,16.1,20.4,0
19.9,37.9,0.0,69,22,24,22,48,1002.8,1001.9,36.4,31.0,1
15.9,19.7,15.2,33,7,9,100,82,1007.4,1006.3,16.5,18.9,1
6.2,14.0,0.0,28,0,15,100,74,1023.8,1018.9,9.1,13.4,1
16.4,20.9,4.4,83,30,52,80,79,1010.6,1006.6,17.8,20.1,1
8.5,14.1,1.2,33,20,11,90,88,1028.7,1027.6,9.1,13.7,1
12.3,14.3,5.4,61,20,11,71,62,1013.7,1013.2,13.8,12.7,1
6.2,13.7,5.2,61,20,37,91,73,1020.9,1020.9,9.7,12.6,1
10.9,15.9,0.0,50,9,31,82,47,1003.7,1002.9,11.7,14.5,1
2.6,15.1,0.0,72,17,31,67,64,1006.2,999.4,9.3,11.3,1
15.4,16.6,17.8,50,13,28,98,96,1009.3,1012.3,15.7,13.9,1
7.9,14.4,1.6,39,19,19,100,98,1013.9,1012.1,10.5,13.5,1
7.2,13.0,2.0,61,35,35,72,82,1008.4,1009.2,10.0,9.7,1
7.4,14.3,0.8,31,11,19,84,62,1023.6,1023.2,9.0,13.6,1
17.7,24.9,0.0,70,26,33,75,51,1010.0,1012.5,21.8,23.0,1
12.4,15.4,8.0,41,17,26,95,82,1015.6,1016.8,12.4,14.5,1
15.6,20.9,0.0,26,15,15,85,64,1016.4,1014.5,17.2,19.4,1
15.3,26.4,0.8,54,17,6,56,79,1019.4,1019.7,23.4,21.9,1
15.8,20.7,1.6,37,4,26,84,78,1020.1,1017.4,18.8,19.3,1
23.1,31.3,0.0,26,6,13,66,60,1009.7,1007.8,28.8,30.9,1
13.9,21.3,0.6,28,9,15,87,90,1019.0,1017.8,17.0,16.4,1
20.0,23.0,3.2,41,13,24,88,86,1017.9,1016.6,21.4,22.5,1
12.4,19.2,18.6,48,7,17,100,85,1030.2,1027.8,14.5,17.9,1
6.3,10.9,3.6,19,4,13,89,83,1009.3,1006.9,8.9,10.4,1
13.2,15.9,0.0,39,22,19,74,74,1018.9,1019.7,13.8,14.5,1
9.0,13.9,37.0,69,31,17,82,61,1019.1,1021.7,9.7,12.8,1
9.7,11.4,5.6,35,20,9,78,85,1013.0,1009.7,9.8,10.5,1
12.7,25.7,0.0,67,6,4,71,54,1014.6,1015.0,21.3,23.5,1
9.8,15.0,4.4,28,7,17,97,70,1023.2,1023.1,11.4,13.6,1
11.1,14.4,5.2,31,13,11,95,73,1018.3,1017.5,11.7,13.0,1
9.8,14.0,2.6,50,15,17,95,89,1010.5,1008.5,12.5,11.9,1
11.5,13.1,6.6,50,24,31,93,90,999.6,1001.8,12.2,10.3,1
11.9,12.4,8.2,41,13,11,96,94,1005.9,1005.0,12.2,10.5,1
14.7,25.7,0.0,74,24,26,48,30,1000.9,996.4,19.0,25.4,1
8.6,16.8,0.0,48,26,31,84,78,1015.3,1015.2,13.4,16.0,1
20.7,33.7,1.0,98,15,24,65,45,1007.5,1002.5,26.3,30.9,1
23.1,26.0,37.4,48,17,13,93,76,1009.6,1005.8,23.6,24.7,1
14.4,24.1,0.0,50,9,19,63,49,1010.0,1007.3,18.3,22.1,1
17.9,26.7,0.1,44,19,30,63,80,1009.5,1007.9,23.6,23.6,1
8.9,14.9,2.2,81,37,50,77,50,1012.2,1013.4,9.6,13.2,1
4.5,14.3,4.0,44,15,13,55,80,1018.0,1019.6,11.6,9.6,1
9.2,13.0,22.4,30,11,11,96,97,1006.7,1004.2,12.0,12.7,1
3.2,15.9,1.6,37,13,17,59,71,1020.9,1018.6,10.4,12.4,1
15.1,18.7,0.0,80,30,39,68,40,1016.2,1019.7,15.6,18.0,1
16.0,24.4,2.4,31,4,15,94,63,1023.1,1020.2,17.6,24.0,1
16.2,19.3,22.6,26,2,9,87,65,1027.9,1026.2,17.8,18.8,1
14.3,18.9,1.8,50,26,30,84,57,1012.3,1008.7,14.4,18.0,1
13.8,24.2,7.0,48,17,26,79,48,1003.9,1002.2,16.9,22.5,1
-0.3,11.1,0.0,59,17,26,81,67,1029.0,1024.4,5.2,10.1,1
13.6,17.5,9.8,52,20,20,88,70,1003.4,1000.5,14.8,15.5,1
17.1,24.4,5.0,43,22,28,98,91,1023.5,1022.1,19.0,21.1,1
22.3,23.9,1.4,22,7,6,80,92,1011.9,1008.4,23.6,21.7,1
8.3,17.6,2.4,44,9,11,98,75,1015.2,1012.5,10.6,16.9,1
16.1,22.6,1.8,41,19,20,65,76,1029.2,1028.3,21.1,20.2,1
26.0,33.1,0.0,48,13,26,75,80,1008.2,1006.5,29.9,26.8,1
9.5,18.3,9.8,35,0,13,88,83,1026.3,1023.4,15.7,17.3,1
11.6,18.2,53.0,39,0,20,100,67,1000.5,1001.3,13.5,17.4,1
24.2,31.1,2.0,31,4,26,75,68,1010.1,1008.4,28.1,30.8,1
17.7,24.9,0.2,24,6,2,71,68,1022.2,1019.5,21.8,22.0,1
17.0,19.9,9.0,28,7,11,97,97,1011.9,1008.6,17.3,19.7,1
8.2,11.6,1.4,31,13,11,89,85,1005.7,1006.7,9.2,11.0,1
13.3,25.6,0.0,52,24,31,58,51,1010.8,1009.6,21.6,24.8,1
15.9,21.2,0.2,63,20,22,75,74,1020.4,1016.8,18.3,19.1,1
19.7,21.7,7.0,24,7,13,97,95,1010.9,1010.3,20.3,21.4,1
21.2,26.1,37.2,39,17,15,85,91,1010.6,1008.1,25.5,24.6,1
4.6,15.3,1.0,43,24,20,95,78,1012.4,1010.5,8.5,14.8,1
4.9,14.7,13.4,59,28,39,91,48,995.7,994.1,10.6,12.8,1
7.0,15.1,0.6,22,0,0,99,99,1018.3,1012.9,10.0,13.2,1
14.9,28.5,50.0,56,19,31,79,45,1010.3,1004.6,20.6,27.8,1
19.7,25.6,142.2,41,11,7,96,87,1008.6,1007.2,22.2,23.8,1
19.0,20.5,6.0,37,15,15,89,94,1014.6,1016.9,19.1,17.3,1
10.7,17.2,0.0,30,11,13,61,49,1020.9,1017.4,12.5,16.8,1
22.6,38.8,0.0,81,6,26,42,43,1009.1,1006.6,29.6,32.0,1
16.9,23.9,2.2,28,9,11,84,75,1025.1,1024.1,19.8,22.9,1
12.6,24.0,0.0,35,19,17,80,52,1016.6,1015.1,17.8,23.1,1
19.2,20.0,0.6,43,13,11,94,95,1010.5,1014.4,19.2,16.0,1
7.4,19.8,0.0,80,22,54,64,47,997.9,999.8,16.6,17.6,1
17.2,21.1,48.8,54,9,35,95,81,1021.1,1018.3,17.6,20.5,1
9.4,16.5,0.0,52,31,30,56,80,1014.3,1013.8,12.1,13.1,1
8.3,13.3,8.4,52,20,22,85,68,1006.5,1005.2,9.5,13.1,1
24.4,29.9,0.0,39,13,31,88,64,1015.5,1012.1,25.1,28.5,1
6.7,14.9,0.0,26,7,20,91,98,1023.1,1018.4,9.4,10.7,1
17.3,30.0,3.6,48,11,11,90,87,1012.7,1007.3,19.0,22.4,1
10.7,17.0,12.8,52,26,26,46,52,1015.4,1017.0,14.4,15.2,1
8.0,16.4,5.0,35,0,11,99,83,1022.3,1021.2,12.1,14.9,1
14.6,21.0,0.0,43,11,9,86,75,1011.9,1010.3,16.9,19.2,1
25.3,30.8,0.4,33,9,20,82,89,1008.7,1006.6,28.1,26.0,1
11.8,18.7,0.2,24,7,11,96,96,1017.7,1016.4,16.8,17.6,1
12.0,15.3,0.2,13,7,6,95,96,1019.5,1014.7,14.3,15.0,1
12.1,17.7,6.8,48,22,31,89,75,1029.8,1028.4,12.8,15.3,1
12.8,17.0,13.4,43,6,20,100,99,1001.3,1001.4,13.3,12.4,1
16.9,23.1,1.0,30,9,22,91,75,1012.3,1010.3,16.9,22.3,1
12.4,33.1,0.0,65,13,35,36,9,1014.1,1007.9,21.6,32.6,1
0.5,11.1,0.0,46,19,20,56,69,1016.2,1015.8,8.2,6.3,1
10.2,11.2,13.4,44,22,7,96,85,1020.3,1020.2,10.7,11.0,1
19.8,26.1,9.2,41,22,26,68,58,1010.7,1010.8,22.5,24.6,1
2.1,16.2,0.0,57,9,26,100,45,1021.4,1012.2,6.4,16.1,1
17.1,31.5,0.0,63,15,26,23,30,1006.8,1007.8,25.3,28.6,1
6.8,18.0,0.0,37,9,22,97,55,1017.2,1016.6,10.6,16.9,1
5.8,13.0,12.2,48,7,20,94,72,1007.4,1008.2,7.9,11.3,1
20.5,27.7,2.8,52,20,30,80,68,1017.5,1014.9,23.8,25.9,1
13.3,20.2,1.0,50,7,19,82,64,1013.7,1008.9,16.9,18.5,1
17.3,28.3,0.0,59,39,22,48,46,1006.7,1003.9,24.8,25.6,1
12.9,19.4,12.0,39,19,15,66,64,1012.1,1012.1,16.9,18.4,1
24.9,31.8,0.0,41,13,20,69,63,1006.0,1003.3,29.5,30.8,1
19.4,22.5,0.0,31,9,6,77,84,1023.2,1020.3,20.4,20.4,1
12.9,23.2,25.4,35,6,13,98,62,1013.6,1010.3,14.5,20.7,1
13.1,24.1,6.4,44,4,20,91,82,1009.2,1007.6,17.6,20.1,1
18.8,23.5,4.4,52,0,33,93,81,1022.7,1020.0,19.6,22.3,1
7.9,21.6,0.0,52,11,13,81,27,1017.2,1013.0,11.7,21.3,1
6.7,14.8,0.2,37,15,19,94,61,1017.3,1017.1,11.0,13.1,1
19.4,26.2,20.8,76,44,43,85,57,1025.1,1023.8,23.0,25.2,1
14.4,21.9,2.6,35,13,22,87,56,1026.8,1022.7,15.6,21.1,1
18.5,21.1,2.6,15,0,2,97,93,1024.8,1021.1,18.9,20.7,1
5.2,12.1,22.2,54,22,19,91,70,994.9,995.0,7.7,10.7,1
9.7,18.3,0.0,37,15,15,73,65,1009.7,1004.1,13.5,16.5,1
4.3,18.8,0.0,39,15,22,46,30,1018.9,1015.0,14.1,18.1,1
18.5,28.8,0.0,31,2,9,89,53,1016.7,1014.9,20.4,27.7,1
14.4,21.8,0.6,43,9,22,93,72,1007.5,1010.1,20.1,19.8,1
5.8,13.7,2.4,57,15,28,74,45,1021.6,1024.0,8.1,11.9,1
5.2,11.3,2.2,46,13,20,99,74,1027.8,1024.7,6.6,10.1,1
9.6,15.4,0.2,31,7,13,72,89,1017.9,1016.8,11.7,10.6,1
8.3,12.7,17.8,46,20,20,99,85,1016.7,1018.1,11.8,12.5,1
11.7,15.7,4.4,30,9,17,96,89,1019.9,1018.7,13.0,13.8,1
12.8,20.7,0.6,81,20,26,78,34,999.9,1001.4,14.3,20.4,1
13.8,35.1,0.0,61,2,22,69,27,1015.7,1011.0,18.4,34.1,1
21.7,28.5,0.0,33,6,13,58,60,1017.0,1015.5,26.3,27.4,1
9.7,19.2,0.8,69,43,37,62,28,995.4,992.0,10.7,19.2,1
17.1,25.1,0.0,33,22,28,65,69,1023.6,1020.8,22.6,22.9,1
11.6,20.2,2.0,52,11,26,84,58,1014.5,1012.5,14.9,19.3,1
5.6,17.0,0.0,28,0,11,75,67,1018.1,1014.9,12.1,15.3,1
10.9,22.5,1.2,39,13,20,86,63,1014.5,1011.3,17.6,22.3,1
13.2,17.0,11.0,81,35,33,77,55,1005.3,1009.8,16.5,14.1,1
20.6,29.3,0.2,50,22,31,74,67,1017.6,1014.7,25.5,26.8,1
6.6,14.1,2.0,44,13,28,72,67,1019.8,1018.5,10.3,13.0,1
21.3,23.5,31.6,57,26,30,90,93,1011.9,1009.9,23.3,22.1,1
10.9,25.1,0.0,35,17,26,55,28,1011.7,1007.5,16.0,22.4,1
18.9,21.6,0.4,54,20,28,89,89,1011.8,1006.6,18.9,19.5,1
21.3,27.9,1.2,48,9,24,91,75,1011.2,1008.4,23.9,27.2,1
15.1,24.2,2.0,37,17,17,75,68,1021.8,1019.2,18.9,21.2,1
24.5,31.0,0.4,30,7,17,72,77,1009.9,1006.5,29.2,29.9,1
21.3,28.6,0.0,54,13,17,69,78,1011.2,1008.0,27.1,28.2,1
23.1,30.4,37.2,35,0,15,80,68,1008.9,1006.7,26.5,28.7,1
15.7,19.1,2.4,74,35,48,82,71,1008.2,1005.6,17.0,17.9,1
14.3,20.5,1.4,20,6,9,96,66,1017.9,1016.0,15.5,19.8,1
17.6,23.8,17.0,41,17,28,100,69,1020.9,1018.6,18.3,22.4,1
6.5,11.3,22.0,76,33,39,99,90,998.7,1005.7,8.8,10.1,1
11.7,16.8,9.0,30,7,15,97,89,1010.6,1009.2,13.9,15.3,1
9.0,14.0,35.6,63,31,35,94,60,1015.5,1018.2,12.2,13.6,1
20.0,29.9,0.2,50,15,22,48,62,1006.5,1006.1,25.0,23.5,1
11.6,15.3,0.0,19,9,9,69,94,1021.9,1019.7,13.8,13.6,1
9.4,15.4,0.0,48,28,19,60,42,1009.0,1006.4,11.2,15.0,1
13.4,17.6,0.0,59,28,19,54,62,1015.7,1015.9,15.8,16.2,1
5.0,14.1,11.6,46,15,26,85,90,1017.1,1018.6,10.4,10.2,1
14.9,26.0,0.0,31,7,15,50,55,1018.1,1015.3,23.1,24.4,1
11.4,25.8,0.0,35,4,9,80,49,1011.6,1005.3,14.7,24.6,1
17.6,22.3,0.0,28,2,6,67,88,1006.2,1004.6,20.4,17.2,1
24.6,32.3,1.2,31,20,15,69,54,1006.1,1004.1,27.7,31.7,1
18.5,19.4,12.6,50,35,37,89,92,1013.7,1013.4,18.9,17.8,1
7.7,17.5,0.0,37,15,19,68,53,1023.2,1019.8,12.6,16.4,1
